item,itemLabel
http://www.wikidata.org/entity/Q65222411,सुरेंद्र कौशिक
http://www.wikidata.org/entity/Q65222412,सुरेंद्र नाथ
http://www.wikidata.org/entity/Q65222165,सुरेंद्र पार्षद
http://www.wikidata.org/entity/Q65222415,सुरेंद्र शाह
http://www.wikidata.org/entity/Q65222900,सुरेंद्र सिंह
http://www.wikidata.org/entity/Q65218828,सुरेश
http://www.wikidata.org/entity/Q65217976,सुरेश सूरी
http://www.wikidata.org/entity/Q65223702,सुल्तान मोहम्मद खान
http://www.wikidata.org/entity/Q65222899,सुल्तान सिंह नरवरिया
http://www.wikidata.org/entity/Q65220734,सुशील कुमार माथुर
http://www.wikidata.org/entity/Q65217980,सुशील कुमार सिंह
http://www.wikidata.org/entity/Q65217525,सुशील खजूरिया
http://www.wikidata.org/entity/Q65222419,सुशील चंद्र सभरवाल
http://www.wikidata.org/entity/Q65216141,सुसाई पिल्लई माइकल
http://www.wikidata.org/entity/Q6214809,सूबेदार जोगिंदर सिंह
http://www.wikidata.org/entity/Q65218826,सूरज सिंह
http://www.wikidata.org/entity/Q65222884,सेवा सिंह
http://www.wikidata.org/entity/Q65218823,सेवा सिंह
http://www.wikidata.org/entity/Q65222164,सैट प्रकाश वर्मा
http://www.wikidata.org/entity/Q558194,सैम मानेकशॉ
http://www.wikidata.org/entity/Q7560780,सोनम वांगचुक
http://www.wikidata.org/entity/Q65220979,सोनम स्टोपधान
http://www.wikidata.org/entity/Q65215694,सोम प्रकाश झिंगोन
http://www.wikidata.org/entity/Q65222898,सोम बहादुर थापा
http://www.wikidata.org/entity/Q65219083,सोहन सिंह
http://www.wikidata.org/entity/Q65223685,सोहन सिंह
http://www.wikidata.org/entity/Q65217253,सोहावीर
http://www.wikidata.org/entity/Q65222883,सौदागर सिंह
http://www.wikidata.org/entity/Q7427517,सौरभ सिंह शेखावत
http://www.wikidata.org/entity/Q65220591,स्वरूप सिंह कालान
http://www.wikidata.org/entity/Q65218832,स्वर्ण सिंह
http://www.wikidata.org/entity/Q65222901,स्वर्ण सिंह
http://www.wikidata.org/entity/Q65220425,स्वाई भवानी सिंह
http://www.wikidata.org/entity/Q26270170,हंगपन दादा
http://www.wikidata.org/entity/Q65222791,हजारी सिंह
http://www.wikidata.org/entity/Q65222262,हनीफ उद्दीन
http://www.wikidata.org/entity/Q65223456,हनुमान राम
http://www.wikidata.org/entity/Q5651400,हनूत सिंह राठौड़
http://www.wikidata.org/entity/Q65222261,हमीर सिंह
http://www.wikidata.org/entity/Q65222107,हर इकबाल सिंह धालीवाल
http://www.wikidata.org/entity/Q65220581,हर कृष्ण सिब्बल
http://www.wikidata.org/entity/Q65222963,हर सिंह
http://www.wikidata.org/entity/Q65218175,हरदियाल सिंह
http://www.wikidata.org/entity/Q16007098,हरदेव पाल नय्यर
http://www.wikidata.org/entity/Q65215907,हरदेव सिंह
http://www.wikidata.org/entity/Q65219876,हरदेव सिंह
http://www.wikidata.org/entity/Q65219502,हरदेव सिंह कलेर
http://www.wikidata.org/entity/Q5654319,हरबक्श सिंग
http://www.wikidata.org/entity/Q65222273,हरबंत सिंह कहलों
http://www.wikidata.org/entity/Q65220161,हरबंस लाल मेहता
http://www.wikidata.org/entity/Q65215902,हरबंस सिंह
http://www.wikidata.org/entity/Q65220165,हरबंस सिंह विर्क
http://www.wikidata.org/entity/Q65223458,हरभजन सिंह
http://www.wikidata.org/entity/Q65220605,हरभजन सिंह
http://www.wikidata.org/entity/Q65220609,हरि चंद
http://www.wikidata.org/entity/Q65222790,हरि दास नाग
http://www.wikidata.org/entity/Q65222966,हरि राम
http://www.wikidata.org/entity/Q65220909,हरि सिंह
http://www.wikidata.org/entity/Q65218177,हरी सिंह
http://www.wikidata.org/entity/Q65215911,हरीपाल सिंह अहलूवालिया
http://www.wikidata.org/entity/Q65222108,हरीश चंदर गुजराल
http://www.wikidata.org/entity/Q65220170,हरीश चंद्र पाठक
http://www.wikidata.org/entity/Q60048846,हर्ष उदय सिंह गौड़
http://www.wikidata.org/entity/Q65215315,हर्षण आर
http://www.wikidata.org/entity/Q4665394,हवलदार अब्दुल हामिद
http://www.wikidata.org/entity/Q65222805,हवलदार जोगिंदर सिंह
http://www.wikidata.org/entity/Q65222109,हवा सिंह
http://www.wikidata.org/entity/Q65222951,हंस राज
http://www.wikidata.org/entity/Q65217706,हितेश कुमार पलटा
http://www.wikidata.org/entity/Q65223464,हीरा बहादुर थापा
http://www.wikidata.org/entity/Q65222793,हेम चंदर
http://www.wikidata.org/entity/Q65219027,हेम बहादुर थापा
http://www.wikidata.org/entity/Q65217169,होशियार सिंह
http://www.wikidata.org/entity/Q5908009,होशियार सिंह
